,Country,Bank
4071,Ukraine,ING Bank Ukraine (Commercial Bank)
4072,Ukraine,KredoBank (99.6% ownership in PKO Bank Polski) (Commercial Bank)
4073,Ukraine,Marfin Bank (Commercial Bank)
4074,Ukraine,Megabank (Commercial Bank)
4075,Ukraine,Piraeus Bank (Commercial Bank)
4076,Ukraine,Pravex Bank (subsidiary of Intesa Sanpaolo) (Commercial Bank)
4077,Ukraine,ProCredit Bank (Commercial Bank)
4078,Ukraine,SEB (Commercial Bank)
4079,Ukraine,Tascombank (Commercial Bank)
4080,Ukraine,Universal Bank (Commercial Bank)
4081,Ukraine,VS Bank (Commercial Bank)
4082,Ukraine,VTB Bank (Commercial Bank)
4083,United Arab Emirates,National Bank of Abu Dhabi (Local Bank)
4084,United Arab Emirates,Abu Dhabi Commercial Bank (Local Bank)
4085,United Arab Emirates,Arab Bank (Local Bank)
4086,United Arab Emirates,Union National Bank (Local Bank)
4087,United Arab Emirates,Commercial Bank of Dubai (Local Bank)
4088,United Arab Emirates,Dubai Islamic Bank (Local Bank)
4089,United Arab Emirates,Emirates NBD Bank (Local Bank)
4090,United Arab Emirates,Emirates Islamic Bank (Local Bank)
4091,United Arab Emirates,Mashreq Bank (Local Bank)
4092,United Arab Emirates,Sharjah Islamic Bank (Local Bank)
4093,United Arab Emirates,Bank of Sharjah (Local Bank)
4094,United Arab Emirates,United Arab Bank (Local Bank)
4095,United Arab Emirates,InvestBank (Local Bank)
4096,United Arab Emirates,The National Bank of R.A.K (Local Bank)
4097,United Arab Emirates,Commercial Bank Internationa (Local Bank)
4098,United Arab Emirates,National Bank of Fujairah (Local Bank)
4099,United Arab Emirates,National Bank of U.A.Q (Local Bank)
4100,United Arab Emirates,First Gulf Bank (Local Bank)
4101,United Arab Emirates,Abu Dhabi Islamic Bank (Local Bank)
4102,United Arab Emirates,Dubai Bank (Local Bank)
4103,United Arab Emirates,Noor Islamic Bank (Local Bank)
4104,United Arab Emirates,Al Hilal Bank (Local Bank)
4105,United Arab Emirates,Ajman Bank (Local Bank)
4106,United Arab Emirates,ABN Amro Bank NV (Commercial Bank)
4107,United Arab Emirates,Abu Dhabi Commercial Bank (Commercial Bank)
4108,United Arab Emirates,Abu Dhabi Islamic Bank (Commercial Bank)
4109,United Arab Emirates,Al Ahli Bank of Kuwait (Commercial Bank)
4110,United Arab Emirates,Al Rafidain Bank (Commercial Bank)
4111,United Arab Emirates,Al Hilal Bank (Commercial Bank)
4112,United Arab Emirates,Arab African International Bank (Commercial Bank)
4113,United Arab Emirates,Arab Bank For Investment And Foreign Trade (Commercial Bank)
4114,United Arab Emirates,Arab Bank PLC (Commercial Bank)
4115,United Arab Emirates,Bank Melli Iran (Commercial Bank)
4116,United Arab Emirates,Bank of Baroda (Commercial Bank)
4117,United Arab Emirates,Bank of Sharjah (Commercial Bank)
4118,United Arab Emirates,Bank Saderat Iran (Commercial Bank)
4119,United Arab Emirates,Blom Bank France SA (Commercial Bank)
4120,United Arab Emirates,Banque Du Caire (Commercial Bank)
4121,United Arab Emirates,Calyon Bank (Commercial Bank)
4122,United Arab Emirates,Al Khaliji France (Commercial Bank)
4123,United Arab Emirates,BNP Paribas Bank (Commercial Bank)
4124,United Arab Emirates,HSBC Bank Middle East (Commercial Bank)
4125,United Arab Emirates,CitiBank NA (Commercial Bank)
4126,United Arab Emirates,Commercial Bank International (Commercial Bank)
4127,United Arab Emirates,Commercial Bank of Dubai (Commercial Bank)
4128,United Arab Emirates,Dubai Islamic Bank (Commercial Bank)
4129,United Arab Emirates,Dubai Bank PJSC (Commercial Bank)
4130,United Arab Emirates,El Nilein Bank (Commercial Bank)
4131,United Arab Emirates,Emirates NBD (Commercial Bank)
4132,United Arab Emirates,Emirates Islamic Bank (Commercial Bank)
4133,United Arab Emirates,First Gulf Bank (Commercial Bank)
4134,United Arab Emirates,Habib Bank Limited (Commercial Bank)
4135,United Arab Emirates,Habib Bank AG Zurich (Commercial Bank)
4136,United Arab Emirates,Invest Bank (Commercial Bank)
4137,United Arab Emirates,Janata Bank (Commercial Bank)
4138,United Arab Emirates,Lloyds Bank TSB (Commercial Bank)
4139,United Arab Emirates,Mashreq Bank (Commercial Bank)
4140,United Arab Emirates,National Bank of Abu Dhabi (Commercial Bank)
4141,United Arab Emirates,National Bank of Bahrain (Commercial Bank)
4142,United Arab Emirates,National Bank of Fujairah (Commercial Bank)
4143,United Arab Emirates,National Bank of Oman (Commercial Bank)
4144,United Arab Emirates,National Bank of RAK (Commercial Bank)
4145,United Arab Emirates,National Bank of UAQ (Commercial Bank)
4146,United Arab Emirates,Noor Islamic Bank PJSC (Commercial Bank)
4147,United Arab Emirates,Sharjah Islamic Bank (Commercial Bank)
4148,United Arab Emirates,Standard Chartered Bank (Commercial Bank)
4149,United Arab Emirates,Union National Bank (Commercial Bank)
4150,United Arab Emirates,United Arab Bank (Commercial Bank)
4151,United Arab Emirates,United Bank Limited (Commercial Bank)
4152,United Arab Emirates,National Bank of Bahrain (Foreign Bank)
4153,United Arab Emirates,Rafidain Bank (Foreign Bank)
4154,United Arab Emirates,Arab Bank PLC (Foreign Bank)
4155,United Arab Emirates,Banque Misr (Foreign Bank)
4156,United Arab Emirates,El Nilein Bank (Foreign Bank)
4157,United Arab Emirates,National Bank of Oman S.A.O.G (Foreign Bank)
4158,United Arab Emirates,Credit Agricole – Corporate and Investment Bank (Foreign Bank)
4159,United Arab Emirates,Bank of Baroda (Foreign Bank)
4160,United Arab Emirates,BNP Paribas (Foreign Bank)
4161,United Arab Emirates,Janata Bank Limited (Foreign Bank)
4162,United Arab Emirates,HSBC Bank Middle East Limited (Foreign Bank)
4163,United Arab Emirates,Arab African International Bank (Foreign Bank)
4164,United Arab Emirates,Al Khaliji (France) S. A. (Foreign Bank)
4165,United Arab Emirates,Al Ahli Bank of Kuwait (Foreign Bank)
4166,United Arab Emirates,Barclays Bank PLC (Foreign Bank)
4167,United Arab Emirates,Habib Bank Ltd. (Foreign Bank)
4168,United Arab Emirates,Habib Bank A.G Zurich (Foreign Bank)
4169,United Arab Emirates,Standard Chartered Bank (Foreign Bank)
4170,United Arab Emirates,CitiBank N.A (Foreign Bank)
4171,United Arab Emirates,Bank Saderat Iran (Foreign Bank)
4172,United Arab Emirates,Bank Meli Iran (Foreign Bank)
4173,United Arab Emirates,Blom Bank France (Foreign Bank)
4174,United Arab Emirates,Lloyds TSB Bank PLC (Foreign Bank)
4175,United Arab Emirates,The Royal Bank of Scotland plc (Foreign Bank)
4176,United Arab Emirates,United Bank Ltd (Foreign Bank)
4177,United Arab Emirates,Doha Bank (Foreign Bank)
4178,United Arab Emirates,Samba Financial Group (Foreign Bank)
4179,United Arab Emirates,National Bank of Kuwait (Foreign Bank)
4180,United Arab Emirates,Emirates NBD; (Private Bank)
4181,United Arab Emirates,National Bank of Abu Dhabi; (Private Bank)
4182,United Arab Emirates,Abu Dhabi Commercial Bank; (Private Bank)
4183,United Arab Emirates,First Gulf Bank; (Private Bank)
4184,United Arab Emirates,Dubai Islamic Bank. (Private Bank)
4185,United Kingdom,Bank of Scotland (Local Bank)
4186,United Kingdom,Barclays Bank (Local Bank)
4187,United Kingdom,Clydesdale Bank (Local Bank)
4188,United Kingdom,The Co-operative Bank (Local Bank)
4189,United Kingdom,Northern Bank (Local Bank)
4190,United Kingdom,Danske Bank (Local Bank)
4191,United Kingdom,Halifax (Local Bank)
4192,United Kingdom,HSBC UK (Local Bank)
4193,United Kingdom,Lloyds Bank (Local Bank)
4194,United Kingdom,"National Westminster Bank, (Local Bank)"
4195,United Kingdom,The Royal Bank of Scotland (Local Bank)
4196,United Kingdom,Santander UK (Local Bank)
4197,United Kingdom,Standard Chartered Bank  (Local Bank)
4198,United Kingdom,TSB Bank (Local Bank)
4199,United Kingdom,Ulster Bank (Local Bank)
4200,United Kingdom,Yorkshire Bank (Local Bank)
4201,United Kingdom,"Adam and Company, part of The Royal Bank of Scotland Group (Commercial Bank)"
4202,United Kingdom,Aldermore Bank (Commercial Bank)
4203,United Kingdom,"Allied Irish Bank, part of Allied Irish Banks (Commercial Bank)"
4204,United Kingdom,"Al Rayan Bank, part of Masraf Al Rayan (Commercial Bank)"
4205,United Kingdom,Arbuthnot Latham & Co (Commercial Bank)
4206,United Kingdom,Atom Bank (Commercial Bank)
4207,United Kingdom,Bank Negara Indonesia (Commercial Bank)
4208,United Kingdom,Bank and Clients (Commercial Bank)
4209,United Kingdom,"Bank of Ceylon (UK), part of Bank of Ceylon (Commercial Bank)"
4210,United Kingdom,"Bank of Cyprus (UK), part of Bank of Cyprus (Commercial Bank)"
4211,United Kingdom,"Bank of Ireland (UK), part of Bank of Ireland (Commercial Bank)"
4212,United Kingdom,Butterfield Private Bank (Commercial Bank)
4213,United Kingdom,C. Hoare & Co (Commercial Bank)
4214,United Kingdom,Cambridge & Counties Bank (Commercial Bank)
4215,United Kingdom,"Cater Allen Private Bank, subsidiary of Santander UK, part of Banco Santander (Commercial Bank)"
4216,United Kingdom,"Child & Co, branch of The Royal Bank of Scotland (Commercial Bank)"
4217,United Kingdom,"Coutts & Co, subsidiary of NatWest, part of RBS Group (Commercial Bank)"
4218,United Kingdom,Deutsche Bank (Commercial Bank)
4219,United Kingdom,"Drummonds Bank, branch of The Royal Bank of Scotland (Commercial Bank)"
4220,United Kingdom,Duncan Lawrie (Commercial Bank)
4221,United Kingdom,"First Trust Bank, part of Allied Irish Banks (Commercial Bank)"
4222,United Kingdom,Habib Bank AG Zurich (Commercial Bank)
4223,United Kingdom,"ICICI Bank UK, part of ICICI Bank (Commercial Bank)"
4224,United Kingdom,"Isle of Man Bank, subsidiary of NatWest, part of RBS Group (Commercial Bank)"
4225,United Kingdom,Julian Hodge Bank (Commercial Bank)
4226,United Kingdom,"Kingdom Bank, independent Christian bank (Commercial Bank)"
4227,United Kingdom,"Kleinwort Hambros Private Bank, part of Société Générale (Commercial Bank)"
4228,United Kingdom,"M&S Bank, part of HSBC (Commercial Bank)"
4229,United Kingdom,Metro Bank (Commercial Bank)
4230,United Kingdom,Monzo (Commercial Bank)
4231,United Kingdom,"National Bank of Kuwait (International), part of the National Bank of Kuwait (Commercial Bank)"
4232,United Kingdom,"National Savings and Investments, an Executive Agency of the Chancellor of the Exchequer, backed by HM Treasury (Commercial Bank)"
4233,United Kingdom,OneSavings Bank (Commercial Bank)
4234,United Kingdom,"Raphaels Bank, independent bank established 1787 (Commercial Bank)"
4235,United Kingdom,"Reliance Bank, owned by the Salvation Army (Commercial Bank)"
4236,United Kingdom,"Sainsbury’s Bank, owned by J Sainsbury plc (Commercial Bank)"
4237,United Kingdom,Shawbrook Bank (Commercial Bank)
4238,United Kingdom,Starling Bank (Commercial Bank)
4239,United Kingdom,Tandem Bank (Commercial Bank)
4240,United Kingdom,"Tesco Bank, owned by Tesco plc (Commercial Bank)"
4241,United Kingdom,Unity Trust Bank (Commercial Bank)
4242,United Kingdom,"Virgin Money, previously Northern Rock (Commercial Bank)"
4243,United Kingdom,Wesleyan Bank (Commercial Bank)
4244,Uruguay,ABN-AMRO Uruguay (Commercial Bank)
4245,Uruguay,Banco COFAC (Commercial Bank)
4246,Uruguay,Banco Comercial (Commercial Bank)
4247,Uruguay,Banco de Crédito (Commercial Bank)
4248,Uruguay,Banco Hipotecario del Uruguay (Commercial Bank)
4249,Uruguay,Banco Montevideo (Commercial Bank)
4250,Uruguay,Banco Real del Uruguay (Commercial Bank)
4251,Uruguay,Banco Santander Uruguay (Commercial Bank)
4252,Uruguay,Discount Bank Latin America (Uruguay) (Commercial Bank)
4253,Uruguay,Banco de la República Oriental del Uruguay (State Bank)
4254,Uruguay,Banco Hipotecario del Uruguay (State Bank)
4255,Uruguay,Banco Central del Uruguay (State Bank)
4256,Uruguay,Banco Bandes Uruguay S.A. (Private Bank)
4257,Uruguay,Banco Itaú Uruguay S.A. (Private Bank)
4258,Uruguay,Scotiabank Uruguay S.A. (ex. Nuevo Banco Comercial S.A.) (Private Bank)
4259,Uruguay,Discount Bank (Latin America) S.A. (Private Bank)
4260,Uruguay,Banco Santander S.A. (Private Bank)
4261,Uruguay,Banco Bilbao Vizcaya Argentaria Uruguay S.A. (Private Bank)
4262,Uruguay,HSBC Bank (Uruguay) S.A. (Private Bank)
4263,Uruguay,Banco Surinvest S.A. (Private Bank)
4264,Uruguay,Citibank N.A. Sucursal Uruguay (Private Bank)
4265,Uruguay,Lloyds TSB Bank plc (Private Bank)
4266,Uruguay,Banco de la Nación Argentina (Private Bank)
4267,Vanuatu,National Bank of Vanuatu (Commercial Bank)
4268,Vanuatu,Pacific Private Bank (Private Bank)
4269,Vanuatu,ANZ Bank Vanuatu Limited (Private Bank)
4270,Vanuatu,Bred Bank limited (Private Bank)
4271,Vanuatu,Westpac Bank (Private Bank)
4272,Venezuela,ABN-AMRO (Commercial Bank)
4273,Venezuela,Banco Canarias de Venezuela (Commercial Bank)
4274,Venezuela,Banco Caracas – Grupo Financiero Bancaracas (Commercial Bank)
4275,Venezuela,Banco Confederado (Commercial Bank)
4276,Venezuela,Banco de Comercio Exterior (Bancoex) (Commercial Bank)
4277,Venezuela,Banco de Venezuela – Grupo Santander (Commercial Bank)
4278,Venezuela,Banco do Brasil Caracas (Commercial Bank)
4279,Venezuela,Banco Federal (Commercial Bank)
4280,Venezuela,Banco Fivenez (Banco Caracas) (Commercial Bank)
4281,Venezuela,Banco Industrial de Venezuela – Grupo Financiero (Commercial Bank)
4282,Venezuela,Banco Mercantil (Commercial Bank)
4283,Venezuela,Banco Noroco (Commercial Bank)
4284,Venezuela,"Banco Occidental de Descuento, S.A.C.A. (Commercial Bank)"
4285,Venezuela,Banco Plaza (Commercial Bank)
4286,Venezuela,Banco Provincial (BBV) (Commercial Bank)
4287,Venezuela,Banco Sofitasa (Commercial Bank)
4288,Venezuela,Banco Unión (Commercial Bank)
4289,Venezuela,Banco Venezolano de Crédito (Commercial Bank)
4290,Venezuela,Banesco (Commercial Bank)
4291,Venezuela,Citibank Venezuela (Commercial Bank)
4292,Venezuela,CorpBanca (Commercial Bank)
4293,Venezuela,EUROBANCO – Banco Comercial (Commercial Bank)
4294,Venezuela,InterBank (formerly Banco Internacional) (Commercial Bank)
4295,Venezuela,Royal Bank of Canada Venezuela (Commercial Bank)
4296,Venezuela,Standard Chartered (Commercial Bank)
4297,Vietnam,Orient Commercial Joint Stock Bank (Commercial Bank)
4298,Vietnam,Asia Commercial Bank (Commercial Bank)
4299,Vietnam,Tien Phong Commercial Joint Stock Bank (Commercial Bank)
4300,Vietnam,Hanoi Building Joint-stock Commercial Bank (Commercial Bank)
4301,Vietnam,Maritime Commercial Joint Stock Bank (Commercial Bank)
4302,Vietnam,Sai Gon Thuong Tin Commercial Joint-stock Bank (Commercial Bank)
4303,Vietnam,Eastern Asia Commercial Joint Stock Bank (Commercial Bank)
4304,Vietnam,Viet nam Export – Import Commercial Joint Stock Bank (Commercial Bank)
4305,Vietnam,Nam A Commercial Joint Stock Bank (Commercial Bank)
4306,Vietnam,Saigon bank for Industry & Trade (Commercial Bank)
4307,Vietnam,Vietnam Prosperity commercial joint-stock bank (Commercial Bank)
4308,Vietnam,Viet Nam Technological and Commercial Joint Stock Bank (Commercial Bank)
4309,Vietnam,Military Commercial Joint Stock Bank (Commercial Bank)
4310,Vietnam,Bac A Commercial Joint Stock Bank (Commercial Bank)
4311,Vietnam,Vietnam International Commercial Joint Stock Bank (Commercial Bank)
4312,Vietnam,Southeast Asia Commercial Joint Stock Bank (Commercial Bank)
4313,Vietnam,Housing development Commercial Joint Stock Bank (Commercial Bank)
4314,Vietnam,Southern Commercial Joint Stock Bank (Commercial Bank)
4315,Vietnam,Viet Capital Commercial Joint Stock Bank (Commercial Bank)
4316,Vietnam,Sai Gon Joint Stock Commercial Bank (Commercial Bank)
4317,Vietnam,Viet A Commercial Joint Stock Bank (Commercial Bank)
4318,Vietnam,Saigon-Hanoi Commercial Joint Stock Bank (Commercial Bank)
4319,Vietnam,Global Petro Commercial Joint Stock Bank (Commercial Bank)
4320,Vietnam,An Binh Commercial Joint Stock Bank (Commercial Bank)
4321,Vietnam,Nam Viet Commercial Joint Stock Bank (Commercial Bank)
4322,Vietnam,Kien Long Commercial Joint Stock Bank (Commercial Bank)
4323,Vietnam,Mekong Commercial Bank (Commercial Bank)
4324,Vietnam,Viet Nam thuong Tin Commercial Joint Stock Bank (Commercial Bank)
4325,Vietnam,OCEAN Commercial Joint Stock Bank (Commercial Bank)
4326,Vietnam,Petrolimex Group Commercial Joint Stock Bank (Commercial Bank)
4327,Vietnam,Western Rural Commercial Joint Stock Bank (Commercial Bank)
4328,Vietnam,Great Trust Joint Stock Commercial Bank (Commercial Bank)
4329,Vietnam,Great Asia Commercial Joint Stock Bank (Commercial Bank)
4330,Vietnam,LienViet Post Commercial Joint Stock Bank (Commercial Bank)
4331,Vietnam,Mekong Development Joint Stock Commercial Bank (Commercial Bank)
4332,Vietnam,Bao Viet Joint Stock Commercial Bank (Commercial Bank)
4333,Vietnam,Western Bank (Phuong Tay Bank) (Commercial Bank)
4334,Vietnam,Viet Nam Public Bank (PVcomBank) (Commercial Bank)
4335,Vietnam,Tien Phong Joint Stock Commercial Bank (Tp Bank) (Commercial Bank)
4336,Vietnam,VPBank (Commercial Bank)
4337,Vietnam,Timo Bank (Commercial Bank)
4338,Vietnam,Ngân hàng Công thương Việt Nam (VietinBank) (State Bank)
4339,Vietnam,Ngân hàng Ngoại thương Việt Nam (State Bank)
4340,Vietnam,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (State Bank)
4341,Vietnam,Ngân hàng Phát triển nhà đồng bằng sông Cửu Long (State Bank)
4342,Vietnam,Gate House Bank plc United Kingdom (Foreign Bank)
4343,Vietnam,Standard Chartered Bank (Foreign Bank)
4344,Vietnam,ANZ (Foreign Bank)
4345,Vietnam,Citibank Vietnam (Foreign Bank)
4346,Vietnam,Bangkok Bank (Foreign Bank)
4347,Vietnam,BOA closed (Foreign Bank)
4348,Vietnam,BNP Paribas (Foreign Bank)
4349,Vietnam,Natixis (Foreign Bank)
4350,Vietnam,Deutsche Bank (Foreign Bank)
4351,Vietnam,Mizuho Bank (Foreign Bank)
4352,Vietnam,HFC Bank (Foreign Bank)
4353,Vietnam,The Bank of Tokyo-Mitsubishi UFJ (Foreign Bank)
4354,Vietnam,Commonwealth Bank of Australia (Foreign Bank)
4355,Vietnam,HSBC (Foreign Bank)
4356,Vietnam,Shinhan Bank (Foreign Bank)
4357,Vietnam,KEB Hana Bank (Foreign Bank)
4358,Vietnam,Industrial Bank of Korea (Foreign Bank)
4359,Vietnam,Scotiabank (Foreign Bank)
4360,Vietnam,JP Morgan Chase Bank (Foreign Bank)
4361,Vietnam,Bank of China (Foreign Bank)
4362,Vietnam,Maybank (Foreign Bank)
4363,Vietnam,Woori Bank (Foreign Bank)
4364,Vietnam,Bank of India (Foreign Bank)
4365,Yemen,National Bank of Yemen (Local Bank)
4366,Yemen,Tadhamon International Islamic Bank (Local Bank)
4367,Yemen,Yemen Commercial Bank (Local Bank)
4368,Yemen,Arab Bank Limited (Commercial Bank)
4369,Yemen,Calyon Credit Agricole ( CIB ) (Commercial Bank)
4370,Yemen,Cooperative and Agricultural Credit Bank (Commercial Bank)
4371,Yemen,Housing Bank (Commercial Bank)
4372,Yemen,International Bank of Yemen (Commercial Bank)
4373,Yemen,Islamic Bank of Yemen for Finance and investment (Commercial Bank)
4374,Yemen,National Bank of Yemen (Commercial Bank)
4375,Yemen,Qatar National Bank (Commercial Bank)
4376,Yemen,Rafidan Bank (Commercial Bank)
4377,Yemen,Saba Islamic Bank (Commercial Bank)
4378,Yemen,Shamil Bank of Yemen and Bahrain (Commercial Bank)
4379,Yemen,Tadhamon International Islamic Bank (Commercial Bank)
4380,Yemen,The Yemen Bank for Reconstruction and Development (Commercial Bank)
4381,Yemen,United Bank Limited (Commercial Bank)
4382,Yemen,Yemen Commercial Bank (Commercial Bank)
4383,Yemen,Yemen Gulf Bank (Commercial Bank)
4384,Yemen,Yemen Kuwait Bank for Trade and Investment (Commercial Bank)
4385,Yemen,Syria Gulf Bank (Foreign Bank)
4386,Zimbabwe,Merchant banks (Local Bank)
4387,Zimbabwe,First Merchant Bank (Local Bank)
4388,Zimbabwe,Trust Merchant Bank (Local Bank)
4389,Zimbabwe,Universal Merchant Bank (Local Bank)
4390,Zimbabwe,Development banks (Local Bank)
4391,Zimbabwe,African Development Bank (Local Bank)
4392,Zimbabwe,BancABC (Commercial Bank)
4393,Zimbabwe,NMB Bank Limited (Commercial Bank)
4394,Zimbabwe,CBZ Bank Limited (Commercial Bank)
4395,Zimbabwe,"CFX Bank, formerly CFX Bank (Commercial Bank)"
4396,Zimbabwe,Ecobank Zimbabwe (Commercial Bank)
4397,Zimbabwe,FBC Bank (Commercial Bank)
4398,Zimbabwe,Genesis Investment Bank (Commercial Bank)
4399,Zimbabwe,Kingdom Bank Limited (Zimbabwe) (Commercial Bank)
4400,Zimbabwe,MBCA Bank (Commercial Bank)
4401,Zimbabwe,Metropolitan Bank of Zimbabwe (Commercial Bank)
4402,Zimbabwe,Royal Bank Zimbabwe (Commercial Bank)
4403,Zimbabwe,Stanbic Bank (Commercial Bank)
4404,Zimbabwe,Standard Chartered Bank (Zimbabwe) (Commercial Bank)
4405,Zimbabwe,Time Bank of Zimbabwe (Commercial Bank)
4406,Zimbabwe,Trust Banking Corporation (Commercial Bank)
