,Country,Bank Name,Business Focus
1712,Ireland,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
1713,Ireland,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
1714,Ireland,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
1715,Ireland,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
1716,Ireland,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
1717,Ireland,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
1718,Ireland,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
1719,Ireland,Raiffeisenverband Salzburg eGen,cooperative retail banking
1720,Ireland,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
1721,Ireland,s Wohnbaubank AG,construction financing
1722,Ireland,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
1723,Ireland,Santander Consumer Bank GmbH,retail banking
1724,Ireland,Sberbank Europe AG,corporate banking
1725,Ireland,Schoellerbank AG,"private banking, asset management"
1726,Ireland,Société Générale Zweigniederlassung Wien,securities services
1727,Ireland,SPAR-FINANZ BANK AG,consumer credit
1728,Ireland,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
1729,Ireland,start:bausparkasse AG,housing financing
1730,Ireland,State Street Bank International GmbH Filiale Wien,investment banking
1731,Ireland,Steyler Bank GmbH,retail banking
1732,Ireland,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
1733,Ireland,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
1734,Ireland,UBS Europe SE Niederlassung Österreich,wealth management
1735,Ireland,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
1736,Ireland,UniCredit Bank Austria AG,universal banking
1737,Ireland,VakifBank International AG,retail and business banking
1738,Ireland,Volksbank Kärnten eG,cooperative retail banking
1739,Ireland,Volksbank Niederösterreich AG,cooperative retail banking
1740,Ireland,Volksbank Oberösterreich AG,cooperative retail banking
1741,Ireland,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
1742,Ireland,Volksbank Salzburg eG,cooperative retail banking
1743,Ireland,Volksbank Steiermark AG,cooperative retail banking
1744,Ireland,Volksbank Tirol AG,cooperative retail banking
1745,Ireland,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
1746,Ireland,VOLKSBANK WIEN AG,cooperative retail banking
1747,Ireland,Volkskreditbank AG,regional retail banking
1748,Ireland,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
1749,Ireland,Walser Privatbank AG,private banking and asset management
1750,Ireland,Western Union International Bank GmbH,business payment solutions
1751,Ireland,Wiener Privatbank SE,"private banking, asset management"
1752,Ireland,WSK Bank AG,retail banking
1753,Ireland,Zürcher Kantonalbank Österreich AG,asset management
1754,Isle of Man,Barclays Bank PLC,"Retail banking, wealth management"
1755,Isle of Man,Cayman National Bank (Isle of Man) Limited,"Wealth management, fund administration"
1756,Isle of Man,CIB Limited  (new),Direct private banking and wealth management
1757,Isle of Man,Conister Bank Limited,Savings and lending products
1758,Isle of Man,HSBC Bank Plc,"Retail banking, corporate banking"
1759,Isle of Man,Lloyds Bank Corporate Markets PLC  (new),Corporate and investment banking
1760,Isle of Man,Lloyds Bank International Limited,"Retail banking, private banking"
1761,Isle of Man,Mr Michael Simpson,Liquidator of Kaupthing Singer & Friedlander (Isle of Man) Limited
1762,Isle of Man,Nedbank Private Wealth Limited,"Private banking, investment management"
1763,Isle of Man,Santander Financial Services plc,Retail and business banking
1764,Isle of Man,Standard Bank Isle of Man Limited,"Offshore banking, asset management"
1765,Isle of Man,The Royal Bank of Scotland International Limited,"Corporate banking, treasury services"
1766,Isle of Man,The Standard Bank of South Africa Limited,"Offshore banking, asset management"
1767,Italy,Addiko Bank AG,retail banking
1768,Italy,Allianz Investmentbank AG,investment banking
1769,Italy,Alpenbank AG,"private banking, asset management"
1770,Italy,Austrian Anadi Bank AG,retail and corporate banking
1771,Italy,Autobank AG,car loans
1772,Italy,Banco do Brasil AG,corporate banking
1773,Italy,Bank Austria Wohnbaubank AG,construction bonds
1774,Italy,Bank für Tirol und Vorarlberg AG,retail and business banking
1775,Italy,Bank Gutmann AG,"private banking, wealth management"
1776,Italy,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
1777,Italy,Bank Winter & Co. AG,corporate and investment banking
1778,Italy,bank99 AG,retail banking
1779,Italy,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
1780,Italy,Bankhaus Denzel AG,retail banking
1781,Italy,Bankhaus Schelhammer & Schattera AG,private banking
1782,Italy,Bausparkasse der österreichischen Sparkassen AG,housing financing
1783,Italy,Bausparkasse Wüstenrot AG,housing financing
1784,Italy,BAWAG P.S.K.,retail and business banking
1785,Italy,BAWAG P.S.K. Wohnbaubank AG,housing financing
1786,Italy,BKS Bank AG,universal banking
1787,Italy,BMW Austria Bank GmbH,vehicle financing for BMW brands
1788,Italy,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
1789,Italy,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
1790,Italy,CAPITAL BANK - GRAWE GRUPPE AG,private banking
1791,Italy,card complete Service Bank AG,payment cards and related services
1792,Italy,"Citibank Europe plc, Austria Branch",corporate and investment banking
1793,Italy,Commerzbank AG Niederlassung Wien,corporate banking
1794,Italy,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
1795,Italy,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
1796,Italy,DenizBank AG,retail and business banking
1797,Italy,Deutsche Bank AG Filiale Wien,corporate and investment banking
1798,Italy,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
1799,Italy,Erste Bank der oesterreichischen Sparkassen AG,retail banking
1800,Italy,Erste Group Bank AG,retail banking
1801,Italy,European American Investment Bank AG,"private banking, wealth management"
1802,Italy,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
1803,Italy,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
1804,Italy,flatex Bank AG,securities trading
1805,Italy,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
1806,Italy,Generali Bank AG,"direct retail banking, online brokerage"
1807,Italy,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
1808,Italy,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
1809,Italy,HYPO TIROL BANK AG,real estate financing
1810,Italy,Hypo Vorarlberg Bank AG,real estate financing
1811,Italy,HYPO-BANK BURGENLAND AG,real estate financing
1812,Italy,ICBC Austria Bank GmbH,corporate banking
1813,Italy,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
1814,Italy,Kathrein Privatbank AG,"private banking, asset management"
1815,Italy,Kommunalkredit Austria AG,public sector financing
1816,Italy,Landes-Hypothekenbank Steiermark AG,real estate financing
1817,Italy,LEASFINANZ Bank GmbH,leasing
1818,Italy,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
1819,Italy,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
1820,Italy,Marchfelder Bank eG,cooperative retail banking
1821,Italy,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
1822,Italy,Mizuho Bank Europe NV Vienna Branch,corporate banking
1823,Italy,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
1824,Italy,NOTARTREUHANDBANK AG,cooperative retail banking
1825,Italy,Oberbank AG,"retail banking, brokerage services"
1826,Italy,Oberösterreichische Landesbank AG,real estate financing
1827,Italy,Oesterreichische Entwicklungsbank AG,emerging markets financing
1828,Italy,Oesterreichische Kontrollbank AG,information services
1829,Italy,Oesterreichische Nationalbank,central banking
1830,Italy,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
1831,Italy,Österreichische Verkehrskreditbank AG,consumer lending
1832,Italy,PARTNER BANK AG,asset management
1833,Italy,paybox Bank AG,mobile payments
1834,Italy,Porsche Bank AG,vehicle financing
1835,Italy,Posojilnica Bank eGen,cooperative retail banking
1836,Italy,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
1837,Italy,Raiffeisen Bank International AG,corporate and investment banking
1838,Italy,Raiffeisen Bausparkasse GmbH,housing financing
1839,Italy,Raiffeisen Centrobank AG,investment banking
1840,Italy,Raiffeisen Wohnbaubank AG,construction financing
1841,Italy,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
1842,Italy,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
1843,Italy,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
1844,Italy,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
1845,Italy,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
1846,Italy,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
1847,Italy,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
1848,Italy,Raiffeisenverband Salzburg eGen,cooperative retail banking
1849,Italy,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
1850,Italy,s Wohnbaubank AG,construction financing
1851,Italy,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
1852,Italy,Santander Consumer Bank GmbH,retail banking
1853,Italy,Sberbank Europe AG,corporate banking
1854,Italy,Schoellerbank AG,"private banking, asset management"
1855,Italy,Société Générale Zweigniederlassung Wien,securities services
1856,Italy,SPAR-FINANZ BANK AG,consumer credit
1857,Italy,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
1858,Italy,start:bausparkasse AG,housing financing
1859,Italy,State Street Bank International GmbH Filiale Wien,investment banking
1860,Italy,Steyler Bank GmbH,retail banking
1861,Italy,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
1862,Italy,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
1863,Italy,UBS Europe SE Niederlassung Österreich,wealth management
1864,Italy,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
1865,Italy,UniCredit Bank Austria AG,universal banking
1866,Italy,VakifBank International AG,retail and business banking
1867,Italy,Volksbank Kärnten eG,cooperative retail banking
1868,Italy,Volksbank Niederösterreich AG,cooperative retail banking
1869,Italy,Volksbank Oberösterreich AG,cooperative retail banking
1870,Italy,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
1871,Italy,Volksbank Salzburg eG,cooperative retail banking
1872,Italy,Volksbank Steiermark AG,cooperative retail banking
1873,Italy,Volksbank Tirol AG,cooperative retail banking
1874,Italy,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
1875,Italy,VOLKSBANK WIEN AG,cooperative retail banking
1876,Italy,Volkskreditbank AG,regional retail banking
1877,Italy,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
1878,Italy,Walser Privatbank AG,private banking and asset management
1879,Italy,Western Union International Bank GmbH,business payment solutions
1880,Italy,Wiener Privatbank SE,"private banking, asset management"
1881,Italy,WSK Bank AG,retail banking
1882,Italy,Zürcher Kantonalbank Österreich AG,asset management
1883,Jersey,"Abu Dhabi Commercial Bank PJSC, Jersey Branch",Private banking
1884,Jersey,"Barclays Bank plc, Jersey Branch",Universal banking
1885,Jersey,"BNP Paribas S.A., Jersey Branch","Wealth management, asset management"
1886,Jersey,"BNP Paribas Securities Services S.C.A., Jersey Branch",Securities services
1887,Jersey,Butterfield Bank (Jersey) Limited  (new),Bespoke solutions
1888,Jersey,"Citibank N.A., Jersey Branch","Offshore banking, wealth management"
1889,Jersey,"Citicorp Banking Corporation, Jersey Branch",Offshore banking
1890,Jersey,Deutsche Bank International Limited,"Wealth management, securities services"
1891,Jersey,"EFG Private Bank (Channel Islands) Limited, Jersey Branch","Private banking, asset management"
1892,Jersey,"HSBC Bank Plc, Jersey Branch",Universal banking
1893,Jersey,"Investec Bank (Channel Islands) Limited, Jersey Branch",Offshore banking
1894,Jersey,"JPMorgan Chase Bank N.A., Jersey Branch",Investment banking
1895,Jersey,Lloyds Bank (International Services) Limited  (new),International banking
1896,Jersey,"Lloyds Bank Corporate Markets plc, Jersey Branch",Corporate and investment banking
1897,Jersey,Lloyds Bank International Limited,Universal banking
1898,Jersey,"Nedbank Private Wealth Limited, Jersey Branch","Private banking, wealth management"
1899,Jersey,"Royal Bank of Canada (Channel Islands) Limited, Jersey Branch","Private banking, wealth management"
1900,Jersey,"Santander Financial Services plc, Jersey Branch  (new)",Retail and business banking
1901,Jersey,SG Kleinwort Hambros Bank (CI) Limited,"Private banking, wealth management"
1902,Jersey,Standard Bank Jersey Limited,"Private banking, wealth management"
1903,Jersey,"Standard Chartered Bank, Jersey Branch","Private banking, international banking"
1904,Jersey,"State Street Bank and Trust Company, Jersey Branch",Investment and treasure services
1905,Jersey,The Royal Bank of Scotland International Limited,Offshore banking
1906,Jersey,"UBS AG, Jersey Branch","Private banking, wealth management"
1907,Jersey,"Union Bancaire Privée, UBP SA, Jersey Branch","Private banking, asset management"
1908,Latvia,Addiko Bank AG,retail banking
1909,Latvia,Allianz Investmentbank AG,investment banking
1910,Latvia,Alpenbank AG,"private banking, asset management"
1911,Latvia,Austrian Anadi Bank AG,retail and corporate banking
1912,Latvia,Autobank AG,car loans
1913,Latvia,Banco do Brasil AG,corporate banking
1914,Latvia,Bank Austria Wohnbaubank AG,construction bonds
1915,Latvia,Bank für Tirol und Vorarlberg AG,retail and business banking
1916,Latvia,Bank Gutmann AG,"private banking, wealth management"
1917,Latvia,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
1918,Latvia,Bank Winter & Co. AG,corporate and investment banking
1919,Latvia,bank99 AG,retail banking
1920,Latvia,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
1921,Latvia,Bankhaus Denzel AG,retail banking
1922,Latvia,Bankhaus Schelhammer & Schattera AG,private banking
1923,Latvia,Bausparkasse der österreichischen Sparkassen AG,housing financing
1924,Latvia,Bausparkasse Wüstenrot AG,housing financing
1925,Latvia,BAWAG P.S.K.,retail and business banking
1926,Latvia,BAWAG P.S.K. Wohnbaubank AG,housing financing
1927,Latvia,BKS Bank AG,universal banking
1928,Latvia,BMW Austria Bank GmbH,vehicle financing for BMW brands
1929,Latvia,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
1930,Latvia,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
1931,Latvia,CAPITAL BANK - GRAWE GRUPPE AG,private banking
1932,Latvia,card complete Service Bank AG,payment cards and related services
1933,Latvia,"Citibank Europe plc, Austria Branch",corporate and investment banking
1934,Latvia,Commerzbank AG Niederlassung Wien,corporate banking
1935,Latvia,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
1936,Latvia,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
1937,Latvia,DenizBank AG,retail and business banking
1938,Latvia,Deutsche Bank AG Filiale Wien,corporate and investment banking
1939,Latvia,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
1940,Latvia,Erste Bank der oesterreichischen Sparkassen AG,retail banking
1941,Latvia,Erste Group Bank AG,retail banking
1942,Latvia,European American Investment Bank AG,"private banking, wealth management"
1943,Latvia,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
1944,Latvia,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
1945,Latvia,flatex Bank AG,securities trading
1946,Latvia,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
1947,Latvia,Generali Bank AG,"direct retail banking, online brokerage"
1948,Latvia,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
1949,Latvia,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
1950,Latvia,HYPO TIROL BANK AG,real estate financing
1951,Latvia,Hypo Vorarlberg Bank AG,real estate financing
1952,Latvia,HYPO-BANK BURGENLAND AG,real estate financing
1953,Latvia,ICBC Austria Bank GmbH,corporate banking
1954,Latvia,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
1955,Latvia,Kathrein Privatbank AG,"private banking, asset management"
1956,Latvia,Kommunalkredit Austria AG,public sector financing
1957,Latvia,Landes-Hypothekenbank Steiermark AG,real estate financing
1958,Latvia,LEASFINANZ Bank GmbH,leasing
1959,Latvia,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
1960,Latvia,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
1961,Latvia,Marchfelder Bank eG,cooperative retail banking
1962,Latvia,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
1963,Latvia,Mizuho Bank Europe NV Vienna Branch,corporate banking
1964,Latvia,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
1965,Latvia,NOTARTREUHANDBANK AG,cooperative retail banking
1966,Latvia,Oberbank AG,"retail banking, brokerage services"
1967,Latvia,Oberösterreichische Landesbank AG,real estate financing
1968,Latvia,Oesterreichische Entwicklungsbank AG,emerging markets financing
1969,Latvia,Oesterreichische Kontrollbank AG,information services
1970,Latvia,Oesterreichische Nationalbank,central banking
1971,Latvia,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
1972,Latvia,Österreichische Verkehrskreditbank AG,consumer lending
1973,Latvia,PARTNER BANK AG,asset management
1974,Latvia,paybox Bank AG,mobile payments
1975,Latvia,Porsche Bank AG,vehicle financing
1976,Latvia,Posojilnica Bank eGen,cooperative retail banking
1977,Latvia,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
1978,Latvia,Raiffeisen Bank International AG,corporate and investment banking
1979,Latvia,Raiffeisen Bausparkasse GmbH,housing financing
1980,Latvia,Raiffeisen Centrobank AG,investment banking
1981,Latvia,Raiffeisen Wohnbaubank AG,construction financing
1982,Latvia,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
1983,Latvia,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
1984,Latvia,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
1985,Latvia,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
1986,Latvia,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
1987,Latvia,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
1988,Latvia,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
1989,Latvia,Raiffeisenverband Salzburg eGen,cooperative retail banking
1990,Latvia,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
1991,Latvia,s Wohnbaubank AG,construction financing
1992,Latvia,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
1993,Latvia,Santander Consumer Bank GmbH,retail banking
1994,Latvia,Sberbank Europe AG,corporate banking
1995,Latvia,Schoellerbank AG,"private banking, asset management"
1996,Latvia,Société Générale Zweigniederlassung Wien,securities services
1997,Latvia,SPAR-FINANZ BANK AG,consumer credit
1998,Latvia,Standard Chartered Bank Zweigniederlassung Wien,corporate and institutional banking
1999,Latvia,start:bausparkasse AG,housing financing
2000,Latvia,State Street Bank International GmbH Filiale Wien,investment banking
2001,Latvia,Steyler Bank GmbH,retail banking
2002,Latvia,TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg,consumer credit
2003,Latvia,Toyota Kreditbank GmbH Zweigniederlassung Österreich,vehicle financing for Toyota brands
2004,Latvia,UBS Europe SE Niederlassung Österreich,wealth management
2005,Latvia,"UniCredit Bank AG, Zweigniederlassung Wien",universal banking
2006,Latvia,UniCredit Bank Austria AG,universal banking
2007,Latvia,VakifBank International AG,retail and business banking
2008,Latvia,Volksbank Kärnten eG,cooperative retail banking
2009,Latvia,Volksbank Niederösterreich AG,cooperative retail banking
2010,Latvia,Volksbank Oberösterreich AG,cooperative retail banking
2011,Latvia,Volksbank Raiffeisenbank Oberbayern Südost eG-Zweigniederlassung VR-Bank Salzburg,retail banking
2012,Latvia,Volksbank Salzburg eG,cooperative retail banking
2013,Latvia,Volksbank Steiermark AG,cooperative retail banking
2014,Latvia,Volksbank Tirol AG,cooperative retail banking
2015,Latvia,VOLKSBANK VORARLBERG e. Gen.,cooperative retail banking
2016,Latvia,VOLKSBANK WIEN AG,cooperative retail banking
2017,Latvia,Volkskreditbank AG,regional retail banking
2018,Latvia,"VTB Bank (Europe) SE, Zweigniederlassung Wien",global transaction settlement
2019,Latvia,Walser Privatbank AG,private banking and asset management
2020,Latvia,Western Union International Bank GmbH,business payment solutions
2021,Latvia,Wiener Privatbank SE,"private banking, asset management"
2022,Latvia,WSK Bank AG,retail banking
2023,Latvia,Zürcher Kantonalbank Österreich AG,asset management
2024,Liechtenstein,Bank Alpinum AG,Private banking
2025,Liechtenstein,Bank Frick & Co. AG,Wealth management
2026,Liechtenstein,Banque Havilland (Liechtenstein) AG,Asset management
2027,Liechtenstein,BENDURA BANK AG,Asset management
2028,Liechtenstein,EFG Bank von Ernst AG,"Private banking, wealth management"
2029,Liechtenstein,Kaiser Partner Privatbank AG,"Private banking, wealth management"
2030,Liechtenstein,LGT Bank AG,"Private banking, domestic universal banking"
2031,Liechtenstein,Liechtensteinische Landesbank AG,Universal banking
2032,Liechtenstein,Mason Privatbank Liechtenstein AG,Asset and wealth management
2033,Liechtenstein,Neue Bank AG,Asset management
2034,Liechtenstein,SIGMA Bank AG,"Private banking, domestic retail banking"
2035,Liechtenstein,SIGMA KREDITBANK AG,Retail lending
2036,Liechtenstein,VP Bank AG,Asset management
2037,Lithuania,Addiko Bank AG,retail banking
2038,Lithuania,Allianz Investmentbank AG,investment banking
2039,Lithuania,Alpenbank AG,"private banking, asset management"
2040,Lithuania,Austrian Anadi Bank AG,retail and corporate banking
2041,Lithuania,Autobank AG,car loans
2042,Lithuania,Banco do Brasil AG,corporate banking
2043,Lithuania,Bank Austria Wohnbaubank AG,construction bonds
2044,Lithuania,Bank für Tirol und Vorarlberg AG,retail and business banking
2045,Lithuania,Bank Gutmann AG,"private banking, wealth management"
2046,Lithuania,Bank of China (Central and Eastern Europe) Limited Vienna Branch,corporate and investment banking
2047,Lithuania,Bank Winter & Co. AG,corporate and investment banking
2048,Lithuania,bank99 AG,retail banking
2049,Lithuania,Bankhaus Carl Spängler & Co. AG,"private banking, asset management"
2050,Lithuania,Bankhaus Denzel AG,retail banking
2051,Lithuania,Bankhaus Schelhammer & Schattera AG,private banking
2052,Lithuania,Bausparkasse der österreichischen Sparkassen AG,housing financing
2053,Lithuania,Bausparkasse Wüstenrot AG,housing financing
2054,Lithuania,BAWAG P.S.K.,retail and business banking
2055,Lithuania,BAWAG P.S.K. Wohnbaubank AG,housing financing
2056,Lithuania,BKS Bank AG,universal banking
2057,Lithuania,BMW Austria Bank GmbH,vehicle financing for BMW brands
2058,Lithuania,BNP PARIBAS PERSONAL FINANCE SA Niederlassung Österreich,consumer finance
2059,Lithuania,BNP Paribas SA Niederlassung Österreich,corporate and institutional banking
2060,Lithuania,CAPITAL BANK - GRAWE GRUPPE AG,private banking
2061,Lithuania,card complete Service Bank AG,payment cards and related services
2062,Lithuania,"Citibank Europe plc, Austria Branch",corporate and investment banking
2063,Lithuania,Commerzbank AG Niederlassung Wien,corporate banking
2064,Lithuania,Commerzialbank Mattersburg im Burgenland AG,regional universal banking
2065,Lithuania,Crédit Suisse (Luxembourg) S.A. Zweigniederlassung Österreich,private banking and asset management
2066,Lithuania,DenizBank AG,retail and business banking
2067,Lithuania,Deutsche Bank AG Filiale Wien,corporate and investment banking
2068,Lithuania,DolomitenBank Osttirol-Westkärnten eG,cooperative retail banking
2069,Lithuania,Erste Bank der oesterreichischen Sparkassen AG,retail banking
2070,Lithuania,Erste Group Bank AG,retail banking
2071,Lithuania,European American Investment Bank AG,"private banking, wealth management"
2072,Lithuania,FCA Bank GmbH,vehicle financing for Fiat and Chrysler brands
2073,Lithuania,FIL Fondsbank GmbH Zweigniederlassung Wien,investment management
2074,Lithuania,flatex Bank AG,securities trading
2075,Lithuania,"Ford Bank Austria, Zweigniederlassung der FCE BANK PLC",vehicle financing for Ford brands
2076,Lithuania,Generali Bank AG,"direct retail banking, online brokerage"
2077,Lithuania,Hellobank BNP Paribas Austria AG,"retail banking, online brokerage"
2078,Lithuania,HYPO NOE Landesbank für Niederösterreich und Wien AG,real estate financing
2079,Lithuania,HYPO TIROL BANK AG,real estate financing
2080,Lithuania,Hypo Vorarlberg Bank AG,real estate financing
2081,Lithuania,HYPO-BANK BURGENLAND AG,real estate financing
2082,Lithuania,ICBC Austria Bank GmbH,corporate banking
2083,Lithuania,ING-DiBa Austria Niederlassung der ING-DiBa AG,direct retail banking
2084,Lithuania,Kathrein Privatbank AG,"private banking, asset management"
2085,Lithuania,Kommunalkredit Austria AG,public sector financing
2086,Lithuania,Landes-Hypothekenbank Steiermark AG,real estate financing
2087,Lithuania,LEASFINANZ Bank GmbH,leasing
2088,Lithuania,"LGT Bank AG, Zweigniederlassung Österreich",private banking and asset management
2089,Lithuania,Liechtensteinische Landesbank (Österreich) AG,wealth and asset management
2090,Lithuania,Marchfelder Bank eG,cooperative retail banking
2091,Lithuania,Mercedes-Benz Bank GmbH,vehicle financing for Daimler brands
2092,Lithuania,Mizuho Bank Europe NV Vienna Branch,corporate banking
2093,Lithuania,MUFG Bank (Europe) NV Vienna Branch,corporate and investment banking
2094,Lithuania,NOTARTREUHANDBANK AG,cooperative retail banking
2095,Lithuania,Oberbank AG,"retail banking, brokerage services"
2096,Lithuania,Oberösterreichische Landesbank AG,real estate financing
2097,Lithuania,Oesterreichische Entwicklungsbank AG,emerging markets financing
2098,Lithuania,Oesterreichische Kontrollbank AG,information services
2099,Lithuania,Oesterreichische Nationalbank,central banking
2100,Lithuania,Österreichische Ärzte- und Apothekerbank AG,cooperative retail banking
2101,Lithuania,Österreichische Verkehrskreditbank AG,consumer lending
2102,Lithuania,PARTNER BANK AG,asset management
2103,Lithuania,paybox Bank AG,mobile payments
2104,Lithuania,Porsche Bank AG,vehicle financing
2105,Lithuania,Posojilnica Bank eGen,cooperative retail banking
2106,Lithuania,"PSA Bank Österreich, Niederlassung der PSA Bank Deutschland GmbH",vehicle financing
2107,Lithuania,Raiffeisen Bank International AG,corporate and investment banking
2108,Lithuania,Raiffeisen Bausparkasse GmbH,housing financing
2109,Lithuania,Raiffeisen Centrobank AG,investment banking
2110,Lithuania,Raiffeisen Wohnbaubank AG,construction financing
2111,Lithuania,Raiffeisen-Landesbank Steiermark AG,cooperative retail banking
2112,Lithuania,Raiffeisen-Landesbank Tirol AG,cooperative retail banking
2113,Lithuania,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,cooperative retail banking
2114,Lithuania,Raiffeisenlandesbank Kärnten - Rechenzentrum und Revisionsverband reg.Gen.mbH,cooperative retail banking
2115,Lithuania,RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG,cooperative retail banking
2116,Lithuania,Raiffeisenlandesbank Oberösterreich AG,cooperative retail banking
2117,Lithuania,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband reg.Gen.mbH,cooperative retail banking
2118,Lithuania,Raiffeisenverband Salzburg eGen,cooperative retail banking
2119,Lithuania,"RCI Banque SA, Niederlassung Österreich",vehicle financing for Renault brands
2120,Lithuania,s Wohnbaubank AG,construction financing
2121,Lithuania,SALZBURGER LANDES-HYPOTHEKENBANK AG,real estate financing
2122,Lithuania,Santander Consumer Bank GmbH,retail banking
